,ru_name,ru_link,en_name,en_link,ka_name,ka_link
1403,"Питоев, Жорж","https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%82%D0%BE%D0%B5%D0%B2,_%D0%96%D0%BE%D1%80%D0%B6",Georges Pitoëff,https://en.wikipedia.org/wiki/Georges_Pito%C3%ABff,ჟორჟ პიტოევი,
1404,"Питоева, Людмила","https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%82%D0%BE%D0%B5%D0%B2%D0%B0,_%D0%9B%D1%8E%D0%B4%D0%BC%D0%B8%D0%BB%D0%B0",Ludmilla Pitoëff,https://en.wikipedia.org/wiki/Ludmilla_Pito%C3%ABff,ლუდმილას პიტოევი,
1405,"Пицхелаури, Константин Николаевич","https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%86%D1%85%D0%B5%D0%BB%D0%B0%D1%83%D1%80%D0%B8,_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87",,,,
1406,"Подгорный, Сергей Георгиевич","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B4%D0%B3%D0%BE%D1%80%D0%BD%D1%8B%D0%B9,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",,,,
1407,"Полад-Заде, Полад Аджиевич","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D0%B0%D0%B4-%D0%97%D0%B0%D0%B4%D0%B5,_%D0%9F%D0%BE%D0%BB%D0%B0%D0%B4_%D0%90%D0%B4%D0%B6%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",,,,
1408,"Полак, Алексей Филиппович","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D0%B0%D0%BA,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF%D0%BF%D0%BE%D0%B2%D0%B8%D1%87",,,,
1409,Зураб Пололикашвили,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D0%BE%D0%BB%D0%B8%D0%BA%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%97%D1%83%D1%80%D0%B0%D0%B1",Zurab Pololikashvili,https://en.wikipedia.org/wiki/Zurab_Pololikashvili,ზურაბ პოლოლიკაშვილი,https://ka.wikipedia.org/wiki/%E1%83%96%E1%83%A3%E1%83%A0%E1%83%90%E1%83%91_%E1%83%9E%E1%83%9D%E1%83%9A%E1%83%9D%E1%83%9A%E1%83%98%E1%83%99%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
1410,"Полторацкий, Виктор Александрович","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D1%82%D0%BE%D1%80%D0%B0%D1%86%D0%BA%D0%B8%D0%B9,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Viktor Poltoratsky,,,
1411,Борис Полулях,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D1%83%D0%BB%D1%8F%D1%85,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%A2%D1%80%D0%BE%D1%84%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87",Boris Poluliakhi,https://en.wikipedia.org/wiki/Boris_Poluliakhi,,
1412,"Попова, Манана Валентиновна","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BF%D0%BE%D0%B2%D0%B0,_%D0%9C%D0%B0%D0%BD%D0%B0%D0%BD%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0",,,,
1413,Гия Поцхверия,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%86%D1%85%D0%B2%D0%B5%D1%80%D0%B8%D1%8F,_%D0%93%D0%B8%D1%8F_%D0%94%D0%B6%D0%B5%D0%BC%D0%B0%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",Gia Potskhveria,,გია ფოცხვერია,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%90_%E1%83%A4%E1%83%9D%E1%83%AA%E1%83%AE%E1%83%95%E1%83%94%E1%83%A0%E1%83%98%E1%83%90
1414,"Поцхверия, Джемал","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%86%D1%85%D0%B2%D0%B5%D1%80%D0%B8%D1%8F,_%D0%94%D0%B6%D0%B5%D0%BC%D0%B0%D0%BB",,,ჯემალ ფოცხვერია,https://ka.wikipedia.org/wiki/%E1%83%AF%E1%83%94%E1%83%9B%E1%83%90%E1%83%9A_%E1%83%A4%E1%83%9D%E1%83%AA%E1%83%AE%E1%83%95%E1%83%94%E1%83%A0%E1%83%98%E1%83%90
1415,"Прангишвили, Павел Яковлевич","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B0%D0%BD%D0%B3%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%9F%D0%B0%D0%B2%D0%B5%D0%BB_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87",,,პავლე ფრანგიშვილი,
1416,"Привалов, Пётр Леонидович","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B2%D0%B0%D0%BB%D0%BE%D0%B2,_%D0%9F%D1%91%D1%82%D1%80_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87",,,,
1417,Бесик Придонишвили,"https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B4%D0%BE%D0%BD%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%91%D0%B5%D1%81%D0%B8%D0%BA_%D0%9D%D0%BE%D0%B4%D0%B0%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Besik Pridonishvili,,ბესიკ ფრიდონაშვილი,https://ka.wikipedia.org/wiki/%E1%83%91%E1%83%94%E1%83%A1%E1%83%98%E1%83%99_%E1%83%A4%E1%83%A0%E1%83%98%E1%83%93%E1%83%9D%E1%83%9C%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
1418,"Прокоп, Валерия Ивановна","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BA%D0%BE%D0%BF,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D1%8F_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0",Valerija Prokop,,,
1419,"Прокофьев-Северский, Александр Николаевич","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BA%D0%BE%D1%84%D1%8C%D0%B5%D0%B2-%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D0%B9,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87",Alexander P. de Seversky,https://en.wikipedia.org/wiki/Alexander_P._de_Seversky,,
1420,"Прокофьев, Юрий Михайлович","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BA%D0%BE%D1%84%D1%8C%D0%B5%D0%B2,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",,,,
1421,"Проханов, Александр Андреевич","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%85%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Alexander Prokhanov, writer",https://en.wikipedia.org/wiki/Alexander_Prokhanov,,
1422,"Пруидзе, Реваз Яковлевич","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D1%83%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%A0%D0%B5%D0%B2%D0%B0%D0%B7_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87",,,,
1423,Маргарита Анатольевна Пушкина,"https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD%D0%B0,_%D0%9C%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B8%D1%82%D0%B0_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0",Margarita Pushkina,https://en.wikipedia.org/wiki/Margarita_Pushkina,,
1424,"Пфеффер, Нора Густавовна","https://ru.wikipedia.org/wiki/%D0%9F%D1%84%D0%B5%D1%84%D1%84%D0%B5%D1%80,_%D0%9D%D0%BE%D1%80%D0%B0_%D0%93%D1%83%D1%81%D1%82%D0%B0%D0%B2%D0%BE%D0%B2%D0%BD%D0%B0",Nora Pfeffer,,,
1425,Тамри Пхакадзе,"https://ru.wikipedia.org/wiki/%D0%9F%D1%85%D0%B0%D0%BA%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%A2%D0%B0%D0%BC%D1%80%D0%B8",Tamri Pkhakadze,https://en.wikipedia.org/wiki/Tamri_Pkhakadze,თამრი ფხაკაძე,https://ka.wikipedia.org/wiki/%E1%83%97%E1%83%90%E1%83%9B%E1%83%A0%E1%83%98_%E1%83%A4%E1%83%AE%E1%83%90%E1%83%99%E1%83%90%E1%83%AB%E1%83%94
1426,"Равва, Виктория","https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B2%D0%B2%D0%B0,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%B8%D1%8F",Victoria Ravva,https://en.wikipedia.org/wiki/Victoria_Ravva,ვიქტორია რავა,
1427,"Разуваев, Владимир Витальевич","https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B7%D1%83%D0%B2%D0%B0%D0%B5%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%B8%D1%82%D0%B0%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",Vladimir Razuvayev,,,
1428,"Рамишвили, Нина Шалвовна","https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BC%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%9D%D0%B8%D0%BD%D0%B0_%D0%A8%D0%B0%D0%BB%D0%B2%D0%BE%D0%B2%D0%BD%D0%B0",Nino Ramishvili,https://en.wikipedia.org/wiki/Nino_Ramishvili,ნინო რამიშვილი,https://ka.wikipedia.org/wiki/%E1%83%9C%E1%83%98%E1%83%9C%E1%83%9D_%E1%83%A0%E1%83%90%E1%83%9B%E1%83%98%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
1429,"Рамишвили, Теймураз Отарович","https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BC%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%A2%D0%B5%D0%B9%D0%BC%D1%83%D1%80%D0%B0%D0%B7_%D0%9E%D1%82%D0%B0%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Teimuraz Ramishvili,https://en.wikipedia.org/wiki/Teimuraz_Ramishvili,,
1430,"Ратиани, Ирма","https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%82%D0%B8%D0%B0%D0%BD%D0%B8,_%D0%98%D1%80%D0%BC%D0%B0",Irma Ratiani,https://en.wikipedia.org/wiki/Irma_Ratiani,ირმა რატიანი,https://ka.wikipedia.org/wiki/%E1%83%98%E1%83%A0%E1%83%9B%E1%83%90_%E1%83%A0%E1%83%90%E1%83%A2%E1%83%98%E1%83%90%E1%83%9C%E1%83%98
1431,Григорий Ратнер,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%82%D0%BD%D0%B5%D1%80,_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%B8%D0%B9_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87",Grigory Ratner,,,
1432,Рафаил (Карелин),https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%84%D0%B0%D0%B8%D0%BB_(%D0%9A%D0%B0%D1%80%D0%B5%D0%BB%D0%B8%D0%BD),Raphael Karelin,,რაფაელი (კარელინი),
1433,Арам Назарович Рафаэлянц,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%84%D0%B0%D1%8D%D0%BB%D1%8F%D0%BD%D1%86,_%D0%90%D1%80%D0%B0%D0%BC_%D0%9D%D0%B0%D0%B7%D0%B0%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Aram Rafaeliants,,,
1434,"Рацер, Борис Михайлович","https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%86%D0%B5%D1%80,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",Boris Ratser,,,
1435,"Рачвелишвили, Анита","https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%87%D0%B2%D0%B5%D0%BB%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%90%D0%BD%D0%B8%D1%82%D0%B0_%D0%93%D1%83%D1%80%D0%B0%D0%BC%D0%BE%D0%B2%D0%BD%D0%B0",Anita Rachvelishvili,https://en.wikipedia.org/wiki/Anita_Rachvelishvili,ანიტა რაჭველიშვილი,https://ka.wikipedia.org/wiki/%E1%83%90%E1%83%9C%E1%83%98%E1%83%A2%E1%83%90_%E1%83%A0%E1%83%90%E1%83%AD%E1%83%95%E1%83%94%E1%83%9A%E1%83%98%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
1436,Заза Ревишвили,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B2%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%97%D0%B0%D0%B7%D0%B0",Zaza Revishvili,https://en.wikipedia.org/wiki/Zaza_Revishvili,,
1437,"Ремизова, Александра Исааковна","https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%BC%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B0_%D0%98%D1%81%D0%B0%D0%B0%D0%BA%D0%BE%D0%B2%D0%BD%D0%B0",Aleksandra Remizova,,,
1438,Александр Роландович Рехвиашвили,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D1%85%D0%B2%D0%B8%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A0%D0%BE%D0%BB%D0%B0%D0%BD%D0%B4%D0%BE%D0%B2%D0%B8%D1%87",Alexander Rekhviashvili,https://en.wikipedia.org/wiki/Aleksandre_Rekhviashvili,,
1439,"Рогожин, Анатолий Иосифович","https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B3%D0%BE%D0%B6%D0%B8%D0%BD,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%98%D0%BE%D1%81%D0%B8%D1%84%D0%BE%D0%B2%D0%B8%D1%87",,,,
1440,"Рожанович, Пётр Михайлович","https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B6%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,_%D0%9F%D1%91%D1%82%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",,,,
1441,"Рожанский, Станислав Мечеславович","https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B6%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,_%D0%A1%D1%82%D0%B0%D0%BD%D0%B8%D1%81%D0%BB%D0%B0%D0%B2_%D0%9C%D0%B5%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87",,,,
1442,"Рождественский, Серафим Евгеньевич","https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,_%D0%A1%D0%B5%D1%80%D0%B0%D1%84%D0%B8%D0%BC_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",Serafim Rozhdestvenskiy,,,
1443,"Розенфельд, Виталий Евгеньевич","https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B7%D0%B5%D0%BD%D1%84%D0%B5%D0%BB%D1%8C%D0%B4,_%D0%92%D0%B8%D1%82%D0%B0%D0%BB%D0%B8%D0%B9_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",,,,
1444,"Роинишвили, Владимир Николаевич","https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B8%D0%BD%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87",,,,
1445,"Романов, Ипполит Владимирович","https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%98%D0%BF%D0%BF%D0%BE%D0%BB%D0%B8%D1%82_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Hippolyte Romanov,https://en.wikipedia.org/wiki/Hippolyte_Romanov,,
1446,"Россинский, Сергей Дмитриевич","https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",Sergey Rossinskiy,,,
1447,"Ротинян, Левон Александрович","https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D1%82%D0%B8%D0%BD%D1%8F%D0%BD,_%D0%9B%D0%B5%D0%B2%D0%BE%D0%BD_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Levon Rotinyan,,,
1448,"Рубенов, Рубен Гукасович","https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%B1%D0%B5%D0%BD%D0%BE%D0%B2,_%D0%A0%D1%83%D0%B1%D0%B5%D0%BD_%D0%93%D1%83%D0%BA%D0%B0%D1%81%D0%BE%D0%B2%D0%B8%D1%87",Ruben Rubenov,https://en.wikipedia.org/wiki/Ruben_Rubenov,,
1449,"Рудаков, Валерий Владимирович","https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%B4%D0%B0%D0%BA%D0%BE%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Valery Rudakov,,,
1450,"Руденко, Маргарита Борисовна","https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%B4%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%9C%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B8%D1%82%D0%B0_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%BD%D0%B0",Margarita Borisovna Rudenko,https://en.wikipedia.org/wiki/Margarita_Rudenko,,
1451,Олег Владимирович Руденко,"https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%B4%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Oleg Vladimirovich Rudenko,,,
1452,Рустам Раза,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D1%82%D0%B0%D0%BC_%D0%A0%D0%B0%D0%B7%D0%B0,Roustam Raza,https://en.wikipedia.org/wiki/Roustam_Raza,რუსტამ რაზა,https://ka.wikipedia.org/wiki/%E1%83%A0%E1%83%A3%E1%83%A1%E1%83%A2%E1%83%90%E1%83%9B_%E1%83%A0%E1%83%90%E1%83%96%E1%83%90
1453,Анри Амвросьевич Рухадзе,"https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%85%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%90%D0%BD%D1%80%D0%B8_%D0%90%D0%BC%D0%B2%D1%80%D0%BE%D1%81%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",Anri Rukhadze,,,
1454,"Рчеулишвили, Вахтанг Шалвович","https://ru.wikipedia.org/wiki/%D0%A0%D1%87%D0%B5%D1%83%D0%BB%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%92%D0%B0%D1%85%D1%82%D0%B0%D0%BD%D0%B3_%D0%A8%D0%B0%D0%BB%D0%B2%D0%BE%D0%B2%D0%B8%D1%87",Vakhtang Rcheulishvili,https://en.wikipedia.org/wiki/Vakhtang_Rcheulishvili,ვახტანგ რჩეულიშვილი,https://ka.wikipedia.org/wiki/%E1%83%95%E1%83%90%E1%83%AE%E1%83%A2%E1%83%90%E1%83%9C%E1%83%92_%E1%83%A0%E1%83%A9%E1%83%94%E1%83%A3%E1%83%9A%E1%83%98%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
1455,"Рчеулишвили, Гурам Михайлович","https://ru.wikipedia.org/wiki/%D0%A0%D1%87%D0%B5%D1%83%D0%BB%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%93%D1%83%D1%80%D0%B0%D0%BC_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",Guram Rcheulishvili,https://en.wikipedia.org/wiki/Guram_Rcheulishvili,გურამ რჩეულიშვილი,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%A3%E1%83%A0%E1%83%90%E1%83%9B_%E1%83%A0%E1%83%A9%E1%83%94%E1%83%A3%E1%83%9A%E1%83%98%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
1456,"Рчеулов, Борис Александрович","https://ru.wikipedia.org/wiki/%D0%A0%D1%87%D0%B5%D1%83%D0%BB%D0%BE%D0%B2,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87",,,,
1457,"Рыкачёв, Юрий Борисович","https://ru.wikipedia.org/wiki/%D0%A0%D1%8B%D0%BA%D0%B0%D1%87%D1%91%D0%B2,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87",,,,
1458,Валериан Рыков,"https://ru.wikipedia.org/wiki/%D0%A0%D1%8B%D0%BA%D0%BE%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B0%D0%BD_%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%BE%D0%B2%D0%B8%D1%87",Valerian Rykov,,,
1459,"Рычков, Вениамин Вениаминович","https://ru.wikipedia.org/wiki/%D0%A0%D1%8B%D1%87%D0%BA%D0%BE%D0%B2,_%D0%92%D0%B5%D0%BD%D0%B8%D0%B0%D0%BC%D0%B8%D0%BD_%D0%92%D0%B5%D0%BD%D0%B8%D0%B0%D0%BC%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",,,,
1460,Михаил Саакашвили,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B0%D0%BA%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87",Mikheil Saakashvili,https://en.wikipedia.org/wiki/Mikheil_Saakashvili,მიხეილ სააკაშვილი,https://ka.wikipedia.org/wiki/%E1%83%9B%E1%83%98%E1%83%AE%E1%83%94%E1%83%98%E1%83%9A_%E1%83%A1%E1%83%90%E1%83%90%E1%83%99%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
1461,"Сабашвили, Михаил Николаевич","https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B1%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87",,,,
1462,"Сабинин, Михаил Павлович","https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B1%D0%B8%D0%BD%D0%B8%D0%BD,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",Mikhail Sabinin,https://en.wikipedia.org/wiki/Mikhail_Sabinin,მიხეილ საბინინი,https://ka.wikipedia.org/wiki/%E1%83%9B%E1%83%98%E1%83%AE%E1%83%94%E1%83%98%E1%83%9A_%E1%83%A1%E1%83%90%E1%83%91%E1%83%98%E1%83%9C%E1%83%98%E1%83%9C%E1%83%98
1463,"Сагалов, Зиновий Владимирович","https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B3%D0%B0%D0%BB%D0%BE%D0%B2,_%D0%97%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D0%B9_%D0%92%D1%83%D0%BB%D1%8C%D1%84%D0%BE%D0%B2%D0%B8%D1%87",Zinovy ​​Sagalov,,,
