,ru_name,ru_link,en_name,en_link,ka_name,ka_link
421,"Гамкрелидзе, Пётр Дианозович","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D0%BA%D1%80%D0%B5%D0%BB%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%9F%D1%91%D1%82%D1%80_%D0%94%D0%B8%D0%B0%D0%BD%D0%BE%D0%B7%D0%BE%D0%B2%D0%B8%D1%87",,,,
422,Звиад Константинович Гамсахурдия,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D1%81%D0%B0%D1%85%D1%83%D1%80%D0%B4%D0%B8%D1%8F,_%D0%97%D0%B2%D0%B8%D0%B0%D0%B4_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Zviad Gamsakhurdia,https://en.wikipedia.org/wiki/Zviad_Gamsakhurdia,ზვიად გამსახურდია,https://ka.wikipedia.org/wiki/%E1%83%96%E1%83%95%E1%83%98%E1%83%90%E1%83%93_%E1%83%92%E1%83%90%E1%83%9B%E1%83%A1%E1%83%90%E1%83%AE%E1%83%A3%E1%83%A0%E1%83%93%E1%83%98%E1%83%90
423,"Гамсахурдия, Константин Звиадович","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D1%81%D0%B0%D1%85%D1%83%D1%80%D0%B4%D0%B8%D1%8F,_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%97%D0%B2%D0%B8%D0%B0%D0%B4%D0%BE%D0%B2%D0%B8%D1%87",,,,
424,"Гамцемлидзе, Шота Леонович","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D1%86%D0%B5%D0%BC%D0%BB%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%A8%D0%BE%D1%82%D0%B0_%D0%9B%D0%B5%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",,,,
425,"Гарбузова, Рая","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%80%D0%B1%D1%83%D0%B7%D0%BE%D0%B2%D0%B0,_%D0%A0%D0%B0%D1%8F",Raya Garbousova,https://en.wikipedia.org/wiki/Raya_Garbousova,,
426,"Гарибашвили, Ираклий","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%80%D0%B8%D0%B1%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%98%D1%80%D0%B0%D0%BA%D0%BB%D0%B8%D0%B9_%D0%A2%D0%B0%D1%80%D0%B8%D0%B5%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",Irakli Gharibashvili,https://en.wikipedia.org/wiki/Irakli_Garibashvili,ირაკლი ღარიბაშვილი,https://ka.wikipedia.org/wiki/%E1%83%98%E1%83%A0%E1%83%90%E1%83%99%E1%83%9A%E1%83%98_%E1%83%A6%E1%83%90%E1%83%A0%E1%83%98%E1%83%91%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
427,"Гарибян, Григорий Маркарович","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%80%D0%B8%D0%B1%D1%8F%D0%BD,_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%B8%D0%B9_%D0%9C%D0%B0%D1%80%D0%BA%D0%B0%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Gregory M. Garibian,https://en.wikipedia.org/wiki/Gregory_Garibian,გრიგორ გარიბიანი,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%A0%E1%83%98%E1%83%92%E1%83%9D%E1%83%A0_%E1%83%92%E1%83%90%E1%83%A0%E1%83%98%E1%83%91%E1%83%98%E1%83%90%E1%83%9C%E1%83%98
428,"Гарсоев, Александр Николаевич","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%80%D1%81%D0%BE%D0%B5%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87",,,,
429,Гасан Азиз оглы Гасанов,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%81%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%93%D0%B0%D1%81%D0%B0%D0%BD_%D0%90%D0%B7%D0%B8%D0%B7_%D0%BE%D0%B3%D0%BB%D1%8B",Hasan Hasanov,https://en.wikipedia.org/wiki/Hasan_Hasanov,ჰასან აზიზ ოღლი ჰასანოვი,https://ka.wikipedia.org/wiki/%E1%83%B0%E1%83%90%E1%83%A1%E1%83%90%E1%83%9C_%E1%83%B0%E1%83%90%E1%83%A1%E1%83%90%E1%83%9C%E1%83%9D%E1%83%95%E1%83%98
430,"Гасоян, Владимир Бадоевич","https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%81%D0%BE%D1%8F%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%91%D0%B0%D0%B4%D0%BE%D0%B5%D0%B2%D0%B8%D1%87",Vladimir Gasoyan,,,
431,Самвел Гаспаров,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%81%D0%BF%D0%B0%D1%80%D0%BE%D0%B2,_%D0%A1%D0%B0%D0%BC%D0%B2%D0%B5%D0%BB_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Samvel Gasparov,https://en.wikipedia.org/wiki/Samvel_Gasparov,,
432,Георгий Гахария,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%85%D0%B0%D1%80%D0%B8%D1%8F,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%97%D0%B0%D1%83%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Giorgi Gakharia,https://en.wikipedia.org/wiki/Giorgi_Gakharia,გიორგი გახარია,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%9D%E1%83%A0%E1%83%92%E1%83%98_%E1%83%92%E1%83%90%E1%83%AE%E1%83%90%E1%83%A0%E1%83%98%E1%83%90
433,Георгий Нугзарович Гахокидзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%85%D0%BE%D0%BA%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%9D%D1%83%D0%B3%D0%B7%D0%B0%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Giorgi Gakhokidze,https://en.wikipedia.org/wiki/Giorgi_Gakhokidze,გიორგი გახოკიძე,
434,Ираклий Иванович Гачечиладзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%87%D0%B5%D1%87%D0%B8%D0%BB%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%98%D1%80%D0%B0%D0%BA%D0%BB%D0%B8%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Irakli Gachechiladze,,,
435,Леван Гачечиладзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%87%D0%B5%D1%87%D0%B8%D0%BB%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%9B%D0%B5%D0%B2%D0%B0%D0%BD",Levan Gachechiladze,https://en.wikipedia.org/wiki/Levan_Gachechiladze,ლევან გაჩეჩილაძე,https://ka.wikipedia.org/wiki/%E1%83%9A%E1%83%94%E1%83%95%E1%83%90%E1%83%9C_%E1%83%92%E1%83%90%E1%83%A9%E1%83%94%E1%83%A9%E1%83%98%E1%83%9A%E1%83%90%E1%83%AB%E1%83%94
436,Михаил Гачечиладзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%87%D0%B5%D1%87%D0%B8%D0%BB%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB",Mikheil Gachechiladze,https://en.wikipedia.org/wiki/Mikheil_Gachechiladze,,
437,Тако Гачечиладзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%87%D0%B5%D1%87%D0%B8%D0%BB%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%A2%D0%B0%D0%BC%D0%B0%D1%80%D0%B0",Tako Gachechiladze,https://en.wikipedia.org/wiki/Tamara_Gachechiladze,თაკო გაჩეჩილაძე,https://ka.wikipedia.org/wiki/%E1%83%97%E1%83%90%E1%83%99%E1%83%9D_%E1%83%92%E1%83%90%E1%83%A9%E1%83%94%E1%83%A9%E1%83%98%E1%83%9A%E1%83%90%E1%83%AB%E1%83%94
438,Гуранда Гваладзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B0%D0%BB%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%93%D1%83%D1%80%D0%B0%D0%BD%D0%B4%D0%B0_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0",Guranda Gvaladze,https://en.wikipedia.org/wiki/Guranda_Gvaladze,გურანდა ღვალაძე,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%A3%E1%83%A0%E1%83%90%E1%83%9C%E1%83%93%E1%83%90_%E1%83%A6%E1%83%95%E1%83%90%E1%83%9A%E1%83%90%E1%83%AB%E1%83%94
439,Гурам Леванович Гванцеладзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B0%D0%BD%D1%86%D0%B5%D0%BB%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%93%D1%83%D1%80%D0%B0%D0%BC_%D0%9B%D0%B5%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",,,,
440,Давид Акакиевич Гварамадзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B0%D1%80%D0%B0%D0%BC%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%94%D0%B0%D0%B2%D0%B8%D0%B4_%D0%90%D0%BA%D0%B0%D0%BA%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",Davit Gvaramadze,https://en.wikipedia.org/wiki/Davit_Gvaramadze,,
441,"Гвасалия, Русудан Кирилловна","https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B0%D1%81%D0%B0%D0%BB%D0%B8%D1%8F,_%D0%A0%D1%83%D1%81%D1%83%D0%B4%D0%B0%D0%BD_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0",Rusudan Gwasalia,,,
442,"Гвахария, Нодар Валерьянович","https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B0%D1%85%D0%B0%D1%80%D0%B8%D1%8F,_%D0%9D%D0%BE%D0%B4%D0%B0%D1%80_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Nodar Gvakhariya,https://en.wikipedia.org/wiki/Nodar_Gvakhariya,ნოდარ გვახარია,https://ka.wikipedia.org/wiki/%E1%83%9C%E1%83%9D%E1%83%93%E1%83%90%E1%83%A0_%E1%83%92%E1%83%95%E1%83%90%E1%83%AE%E1%83%90%E1%83%A0%E1%83%98%E1%83%90
443,"Гвелесиани, Георгий","https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B5%D0%BB%D0%B5%D1%81%D0%B8%D0%B0%D0%BD%D0%B8,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9",Giorgi Gvelesiani,https://en.wikipedia.org/wiki/Giorgi_Gvelesiani,გიორგი გველესიანი,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%9D%E1%83%A0%E1%83%92%E1%83%98_%E1%83%92%E1%83%95%E1%83%94%E1%83%9A%E1%83%94%E1%83%A1%E1%83%98%E1%83%90%E1%83%9C%E1%83%98
444,"Гвелесиани, Саба","https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B5%D0%BB%D0%B5%D1%81%D0%B8%D0%B0%D0%BD%D0%B8,_%D0%A1%D0%B0%D0%B1%D0%B0",,,,
445,"Гвердцители, Ираклий Григорьевич","https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B5%D1%80%D0%B4%D1%86%D0%B8%D1%82%D0%B5%D0%BB%D0%B8,_%D0%98%D1%80%D0%B0%D0%BA%D0%BB%D0%B8%D0%B9_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",Irakli Gverdtsiteli,,ირაკლი გვერდწითელი,https://ka.wikipedia.org/wiki/%E1%83%98%E1%83%A0%E1%83%90%E1%83%99%E1%83%9A%E1%83%98_%E1%83%92%E1%83%95%E1%83%94%E1%83%A0%E1%83%93%E1%83%AC%E1%83%98%E1%83%97%E1%83%94%E1%83%9A%E1%83%98
446,Тамара Михайловна Гвердцители,"https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B5%D1%80%D0%B4%D1%86%D0%B8%D1%82%D0%B5%D0%BB%D0%B8,_%D0%A2%D0%B0%D0%BC%D0%B0%D1%80%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0",Tamara Gverdtsiteli,https://en.wikipedia.org/wiki/Tamara_Gverdtsiteli,თამარ გვერდწითელი,https://ka.wikipedia.org/wiki/%E1%83%97%E1%83%90%E1%83%9B%E1%83%90%E1%83%A0_%E1%83%92%E1%83%95%E1%83%94%E1%83%A0%E1%83%93%E1%83%AC%E1%83%98%E1%83%97%E1%83%94%E1%83%9A%E1%83%98
447,Сопио Гветадзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B5%D1%82%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%A1%D0%BE%D0%BF%D0%B8%D0%BE",Sopio Gvetadze,https://en.wikipedia.org/wiki/Sopio_Gvetadze,,
448,Мате Арсенович Гвинианидзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B8%D0%BD%D0%B8%D0%B0%D0%BD%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%9C%D0%B0%D1%82%D0%B5_%D0%90%D1%80%D1%81%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Mate Ghvinianidze,https://en.wikipedia.org/wiki/Mate_Ghvinianidze,მათე ღვინიანიძე,https://ka.wikipedia.org/wiki/%E1%83%9B%E1%83%90%E1%83%97%E1%83%94_%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%98%E1%83%90%E1%83%9C%E1%83%98%E1%83%AB%E1%83%94
449,Саргис Гевондян,"https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%B2%D0%BE%D0%BD%D0%B4%D1%8F%D0%BD,_%D0%A1%D0%B0%D1%80%D0%BA%D0%B8%D1%81_%D0%90%D1%80%D1%83%D1%82%D1%8E%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Sargis Ghevondyan,,,
450,Геворг V Тпхисеци Суренянц,https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%B2%D0%BE%D1%80%D0%B3_V_%D0%A2%D0%BF%D1%85%D0%B8%D1%81%D0%B5%D1%86%D0%B8_%D0%A1%D1%83%D1%80%D0%B5%D0%BD%D1%8F%D0%BD%D1%86,George V of Armenia,https://en.wikipedia.org/wiki/George_V_of_Armenia,,
451,"Гегечкори, Георгий Владимирович","https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%B3%D0%B5%D1%87%D0%BA%D0%BE%D1%80%D0%B8,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Gogi Gegechkori,,გიორგი გეგეჭკორი,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%9D%E1%83%92%E1%83%98_%E1%83%92%E1%83%94%E1%83%92%E1%83%94%E1%83%AD%E1%83%99%E1%83%9D%E1%83%A0%E1%83%98
452,"Гегешидзе, Владимер","https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%B3%D0%B5%D1%88%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80",Vladimer Gegeshidze,https://en.wikipedia.org/wiki/Vladimer_Gegeshidze,ვლადიმერ გეგეშიძე,https://ka.wikipedia.org/wiki/%E1%83%95%E1%83%9A%E1%83%90%E1%83%93%E1%83%98%E1%83%9B%E1%83%94%E1%83%A0_%E1%83%92%E1%83%94%E1%83%92%E1%83%94%E1%83%A8%E1%83%98%E1%83%AB%E1%83%94
453,"Гегешидзе, Гурам Шалвович","https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%B3%D0%B5%D1%88%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%93%D1%83%D1%80%D0%B0%D0%BC_%D0%A8%D0%B0%D0%BB%D0%B2%D0%BE%D0%B2%D0%B8%D1%87",Guram Gegeshidze,,გურამ გეგეშიძე,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%A3%E1%83%A0%E1%83%90%E1%83%9B_%E1%83%92%E1%83%94%E1%83%92%E1%83%94%E1%83%A8%E1%83%98%E1%83%AB%E1%83%94
454,Элене Гурамовна Гедеванишвили,"https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%B4%D0%B5%D0%B2%D0%B0%D0%BD%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%AD%D0%BB%D0%B5%D0%BD%D0%B5_%D0%93%D1%83%D1%80%D0%B0%D0%BC%D0%BE%D0%B2%D0%BD%D0%B0",Elene Gedevanishvili,https://en.wikipedia.org/wiki/Elene_Gedevanishvili,ელენე გედევანიშვილი,https://ka.wikipedia.org/wiki/%E1%83%94%E1%83%9A%E1%83%94%E1%83%9C%E1%83%94_%E1%83%92%E1%83%94%E1%83%93%E1%83%94%E1%83%95%E1%83%90%E1%83%9C%E1%83%98%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
455,"Гедехаури, Зураб Гурамович","https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%B4%D0%B5%D1%85%D0%B0%D1%83%D1%80%D0%B8,_%D0%97%D1%83%D1%80%D0%B0%D0%B1_%D0%93%D1%83%D1%80%D0%B0%D0%BC%D0%BE%D0%B2%D0%B8%D1%87",Zurabi Gedekhauri,https://en.wikipedia.org/wiki/Zurabi_Gedekhauri,,
456,Анатолий Ильич Геккер,"https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BA%D0%BA%D0%B5%D1%80,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%98%D0%BB%D1%8C%D0%B8%D1%87",Anatoli Gekker,https://en.wikipedia.org/wiki/Anatoly_Gekker,,
457,"Геладзе, Николай Васильевич","https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BB%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",,,,
458,"Геловани, Софо","https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8,_%D0%A1%D0%BE%D1%84%D0%BE",Sopho Gelovani,https://en.wikipedia.org/wiki/Sopho_Gelovani,სოფო გელოვანი,https://ka.wikipedia.org/wiki/%E1%83%A1%E1%83%9D%E1%83%A4%E1%83%9D_%E1%83%92%E1%83%94%E1%83%9A%E1%83%9D%E1%83%95%E1%83%90%E1%83%9C%E1%83%98
459,"Георгадзе, Лейла Михайловна","https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%9B%D0%B5%D0%B9%D0%BB%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0",,,ლეილა გოცირიძე,https://ka.wikipedia.org/wiki/%E1%83%9A%E1%83%94%E1%83%98%E1%83%9A%E1%83%90_%E1%83%92%E1%83%9D%E1%83%AA%E1%83%98%E1%83%A0%E1%83%98%E1%83%AB%E1%83%94
460,Тамаз Васильевич Георгадзе,"https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B0%D0%B4%D0%B7%D0%B5,_%D0%A2%D0%B0%D0%BC%D0%B0%D0%B7_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",Tamaz Giorgadze,,თამაზ გიორგაძე,https://ka.wikipedia.org/wiki/%E1%83%97%E1%83%90%E1%83%9B%E1%83%90%E1%83%96_%E1%83%92%E1%83%98%E1%83%9D%E1%83%A0%E1%83%92%E1%83%90%E1%83%AB%E1%83%94
461,Георгий II,https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_II_(%D1%86%D0%B0%D1%80%D1%8C_%D0%9A%D0%B0%D1%85%D0%B5%D1%82%D0%B8%D0%B8),George II of Kakheti,https://en.wikipedia.org/wiki/George_II_of_Kakheti,გიორგი II,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%9D%E1%83%A0%E1%83%92%E1%83%98_II_(%E1%83%99%E1%83%90%E1%83%AE%E1%83%94%E1%83%97%E1%83%98%E1%83%A1_%E1%83%9B%E1%83%94%E1%83%A4%E1%83%94)
462,Георгий X,https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_X,George X of Kartli,https://en.wikipedia.org/wiki/George_X_of_Kartli,გიორგი X,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%9D%E1%83%A0%E1%83%92%E1%83%98_X
463,Георгий XI,https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_XI,George XI of Kartli,https://en.wikipedia.org/wiki/George_XI_of_Kartli,გიორგი XI,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%9D%E1%83%A0%E1%83%92%E1%83%98_XI
464,Герасим (Шарашенидзе),https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D1%80%D0%B0%D1%81%D0%B8%D0%BC_(%D0%A8%D0%B0%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B4%D0%B7%D0%B5),Gerasime (Sharashenidze),,გერასიმე (მეუფე),https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%94%E1%83%A0%E1%83%90%E1%83%A1%E1%83%98%E1%83%9B%E1%83%94_(%E1%83%A8%E1%83%90%E1%83%A0%E1%83%90%E1%83%A8%E1%83%94%E1%83%9C%E1%83%98%E1%83%AB%E1%83%94)
465,"Герсеванов, Николай Михайлович","https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D1%80%D1%81%D0%B5%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",Nikolay Gersevanov,,,
466,"Гигаури, Давид","https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%B3%D0%B0%D1%83%D1%80%D0%B8,_%D0%94%D0%B0%D0%B2%D0%B8%D0%B4",,,დავით გიგაური,https://ka.wikipedia.org/wiki/%E1%83%93%E1%83%90%E1%83%95%E1%83%98%E1%83%97_%E1%83%92%E1%83%98%E1%83%92%E1%83%90%E1%83%A3%E1%83%A0%E1%83%98_(%E1%83%97%E1%83%90%E1%83%95%E1%83%98%E1%83%A1%E1%83%A3%E1%83%A4%E1%83%90%E1%83%9A%E1%83%98_%E1%83%AD%E1%83%98%E1%83%93%E1%83%90%E1%83%9D%E1%83%91%E1%83%90)
467,"Гигаури, Мераб","https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%B3%D0%B0%D1%83%D1%80%D0%B8,_%D0%9C%D0%B5%D1%80%D0%B0%D0%B1",Merab Gigauri,https://en.wikipedia.org/wiki/Merab_Gigauri,მერაბ გიგაური,https://ka.wikipedia.org/wiki/%E1%83%9B%E1%83%94%E1%83%A0%E1%83%90%E1%83%91_%E1%83%92%E1%83%98%E1%83%92%E1%83%90%E1%83%A3%E1%83%A0%E1%83%98
468,"Гигашвили, Зураб","https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%B3%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%97%D1%83%D1%80%D0%B0%D0%B1",Zurab Gigashvili,https://en.wikipedia.org/wiki/Zurab_Gigashvili,,
469,Реваз Давидович Гигинеишвили,"https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%B3%D0%B8%D0%BD%D0%B5%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%A0%D0%B5%D0%B2%D0%B0%D0%B7_%D0%94%D0%B0%D0%B2%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87",Rezo Gigineishvili,,რევაზ გიგინეიშვილი,
470,"Гиголаев, Роланд Теймуразович","https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%B3%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2,_%D0%A0%D0%BE%D0%BB%D0%B0%D0%BD%D0%B4_%D0%A2%D0%B5%D0%B9%D0%BC%D1%83%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B8%D1%87",Roland Gigolayev,https://en.wikipedia.org/wiki/Roland_Gigolayev,,
471,"Гиголашвили, Михаил Георгиевич","https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%B3%D0%BE%D0%BB%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",,,,
472,"Гикаев, Эдуард Сергеевич","https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%BA%D0%B0%D0%B5%D0%B2,_%D0%AD%D0%B4%D1%83%D0%B0%D1%80%D0%B4_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87",Eduard Gikayev,https://en.wikipedia.org/wiki/Eduard_Gikayev,,
473,Николоз Зурабович Гилаури,"https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%BB%D0%B0%D1%83%D1%80%D0%B8,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%BE%D0%B7_%D0%97%D1%83%D1%80%D0%B0%D0%B1%D0%BE%D0%B2%D0%B8%D1%87",Nika Gilauri,https://en.wikipedia.org/wiki/Nika_Gilauri,ნიკოლოზ გილაური,https://ka.wikipedia.org/wiki/%E1%83%9C%E1%83%98%E1%83%99%E1%83%9D%E1%83%9A%E1%83%9D%E1%83%96_%E1%83%92%E1%83%98%E1%83%9A%E1%83%90%E1%83%A3%E1%83%A0%E1%83%98
